UID,Year,Make,Model,Trim,Option Codes,,Geography,,Start,End,,,,Cash Only (Before Tax),Cash Only (After Tax),Cash Rebate Dealer Contribution (Before Tax),Cash Rebate Dealer Contribution (After Tax),Note
JAG83318CAN44895,2023,Jaguar,XF,P300 R-Dynamic SE,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE78290CAN44895,2021,Jeep,Compass,80th Anniversary 4x4,,,CAN,,01-11-2022,30-11-2022,,,,1500,0,0,0,
JEE78057CAN44895,2021,Jeep,Compass,Altitude 4x4,,,CAN,,01-11-2022,30-11-2022,,,,1500,0,0,0,
JEE78058CAN44895,2021,Jeep,Compass,Ltd 4x4,,,CAN,,01-11-2022,30-11-2022,,,,1500,0,0,0,
JEE78059CAN44895,2021,Jeep,Compass,North 4x4,,,CAN,,01-11-2022,30-11-2022,,,,1500,0,0,0,
JEE78060CAN44895,2021,Jeep,Compass,Sport,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE78061CAN44895,2021,Jeep,Compass,Sport 4x4,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE78064CAN44895,2021,Jeep,Compass,Upland 4x4,,,CAN,,01-11-2022,30-11-2022,,,,1500,0,0,0,
JEE78062CAN44895,2021,Jeep,Compass,Trailhawk 4x4,,,CAN,,01-11-2022,30-11-2022,,,,1500,0,0,0,
JEE78063CAN44895,2021,Jeep,Compass,Trailhawk Elite 4x4,,,CAN,,01-11-2022,30-11-2022,,,,1500,0,0,0,
JEE78293CAN44895,2021,Jeep,Renegade,80th Anniversary 4WD,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE78483CAN44895,2021,Jeep,Renegade,Islander 4WD,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE78294CAN44895,2021,Jeep,Renegade,Jeepster,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE78295CAN44895,2021,Jeep,Renegade,Jeepster 4WD,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE78296CAN44895,2021,Jeep,Renegade,North 4WD,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE78297CAN44895,2021,Jeep,Renegade,Sport,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE78298CAN44895,2021,Jeep,Renegade,Sport 4WD,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE78299CAN44895,2021,Jeep,Renegade,1.3 TRAILHAWK AUTO 4WD 5-Door,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE78280CAN44895,2021,Jeep,Cherokee,2.4 80th Anniversary 4x4,,,CAN,,01-11-2022,30-11-2022,,,,1500,0,0,0,
JEE78281CAN44895,2021,Jeep,Cherokee,3.2 80th Anniversary 4x4,,,CAN,,01-11-2022,30-11-2022,,,,1500,0,0,0,
JEE78282CAN44895,2021,Jeep,Cherokee,Altitude 4x4,,,CAN,,01-11-2022,30-11-2022,,,,1500,0,0,0,
JEE78283CAN44895,2021,Jeep,Cherokee,High Altitude 4x4,,,CAN,,01-11-2022,30-11-2022,,,,1500,0,0,0,
JEE78284CAN44895,2021,Jeep,Cherokee,Ltd 4x4,,,CAN,,01-11-2022,30-11-2022,,,,1500,0,0,0,
JEE78285CAN44895,2021,Jeep,Cherokee,North 4x4,,,CAN,,01-11-2022,30-11-2022,,,,1500,0,0,0,
JEE78286CAN44895,2021,Jeep,Cherokee,Sport,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE78287CAN44895,2021,Jeep,Cherokee,Sport 4x4,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE78288CAN44895,2021,Jeep,Cherokee,Trailhawk 4x4,,,CAN,,01-11-2022,30-11-2022,,,,1500,0,0,0,
JEE78289CAN44895,2021,Jeep,Cherokee,Trailhawk Elite 4x4,,,CAN,,01-11-2022,30-11-2022,,,,1500,0,0,0,
JEE78484CAN44895EC1,2021,Jeep,Wrangler,Islander,EC1,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE78038CAN44895EC1,2021,Jeep,Wrangler,Rubicon,EC1,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE78039CAN44895EC1,2021,Jeep,Wrangler,Sport,EC1,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE78300CAN44895EC1,2021,Jeep,Wrangler,Sport 80th Anniversary,EC1,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE78040CAN44895EC1,2021,Jeep,Wrangler,Sport S,EC1,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE78041CAN44895EC1,2021,Jeep,Wrangler,Willys,EC1,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE78042CAN44895EC1,2021,Jeep,Wrangler,Willys Sport,EC1,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE78044CAN44895EC1,2021,Jeep,Wrangler Unlimited,High Altitude,EC1,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE78485CAN44895EC1,2021,Jeep,Wrangler Unlimited,Islander,EC1,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE78045CAN44895EC1,2021,Jeep,Wrangler Unlimited,Rubicon,EC1,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE79459CAN44895EC1,2021,Jeep,Wrangler Unlimited,Rubicon 4xe,EC1,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE78046CAN44895EC1,2021,Jeep,Wrangler Unlimited,Sahara,EC1,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE79460CAN44895EC1,2021,Jeep,Wrangler Unlimited,Sahara 4xe,EC1,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE78835CAN44895EC1,2021,Jeep,Wrangler Unlimited,Sahara 80th Anniversary,EC1,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE78047CAN44895EC1,2021,Jeep,Wrangler Unlimited,Sahara Altitude,EC1,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE79461CAN44895EC1,2021,Jeep,Wrangler Unlimited,Sahara High Altitude 4xe,EC1,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE78301CAN44895EC1,2021,Jeep,Wrangler Unlimited,Sport 80th Anniversary,EC1,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE78043CAN44895EC1,2021,Jeep,Wrangler Unlimited,Sport Altitude,EC1,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE78048CAN44895EC1,2021,Jeep,Wrangler Unlimited,Sport S,EC1,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE78049CAN44895EC1,2021,Jeep,Wrangler Unlimited,Willys,EC1,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE78484CAN44895,2021,Jeep,Wrangler,Islander,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE78038CAN44895,2021,Jeep,Wrangler,Rubicon,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE78039CAN44895,2021,Jeep,Wrangler,Sport,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE78300CAN44895,2021,Jeep,Wrangler,Sport 80th Anniversary,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE78040CAN44895,2021,Jeep,Wrangler,Sport S,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE78041CAN44895,2021,Jeep,Wrangler,Willys,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE78042CAN44895,2021,Jeep,Wrangler,Willys Sport,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE78044CAN44895,2021,Jeep,Wrangler Unlimited,High Altitude,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE78485CAN44895,2021,Jeep,Wrangler Unlimited,Islander,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE78045CAN44895,2021,Jeep,Wrangler Unlimited,Rubicon,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE79459CAN44895,2021,Jeep,Wrangler Unlimited,Rubicon 4xe,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE78046CAN44895,2021,Jeep,Wrangler Unlimited,Sahara,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE79460CAN44895,2021,Jeep,Wrangler Unlimited,Sahara 4xe,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE78835CAN44895,2021,Jeep,Wrangler Unlimited,Sahara 80th Anniversary,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE78047CAN44895,2021,Jeep,Wrangler Unlimited,Sahara Altitude,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE79461CAN44895,2021,Jeep,Wrangler Unlimited,Sahara High Altitude 4xe,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE78301CAN44895,2021,Jeep,Wrangler Unlimited,Sport 80th Anniversary,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE78043CAN44895,2021,Jeep,Wrangler Unlimited,Sport Altitude,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE78048CAN44895,2021,Jeep,Wrangler Unlimited,Sport S,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE78049CAN44895,2021,Jeep,Wrangler Unlimited,Willys,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE78291CAN44895,2021,Jeep,Gladiator,Sport 80th Anniversary,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE78067CAN44895,2021,Jeep,Gladiator,High Altitude,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE78065CAN44895,2021,Jeep,Gladiator,Mojave,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE78066CAN44895,2021,Jeep,Gladiator,Overland,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE78068CAN44895,2021,Jeep,Gladiator,Rubicon,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE78069CAN44895,2021,Jeep,Gladiator,Sport S,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE78292CAN44895,2021,Jeep,Gladiator,Willys,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE79313CAN44895,2021,Jeep,Gladiator,Black Appearance,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE79114CAN44895,2021,Jeep,Gladiator,Overland 80th Anniversary,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE80061CAN44895,2021,Jeep,Grand Cherokee L,Laredo,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE80062CAN44895,2021,Jeep,Grand Cherokee L,Laredo Altitude,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE79764CAN44895,2021,Jeep,Grand Cherokee L,Ltd,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE79795CAN44895,2021,Jeep,Grand Cherokee L,Overland,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE79765CAN44895,2021,Jeep,Grand Cherokee L,Summit,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE79766CAN44895,2021,Jeep,Grand Cherokee L,Summit Reserve,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE78070CAN44895,2021,Jeep,Grand Cherokee,80th Anniversary Edition,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE78071CAN44895,2021,Jeep,Grand Cherokee,Altitude,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE78072CAN44895,2021,Jeep,Grand Cherokee,Laredo,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE79337CAN44895,2021,Jeep,Grand Cherokee,Ltd X,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE78073CAN44895,2021,Jeep,Grand Cherokee,Ltd,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE78074CAN44895,2021,Jeep,Grand Cherokee,Overland,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE78075CAN44895,2021,Jeep,Grand Cherokee,Overland High Altitude,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE78076CAN44895,2021,Jeep,Grand Cherokee,SRT,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE78077CAN44895,2021,Jeep,Grand Cherokee,Summit,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE78078CAN44895,2021,Jeep,Grand Cherokee,Trackhawk,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE78079CAN44895,2021,Jeep,Grand Cherokee,Trailhawk,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE78290CAN448953FY,2021,Jeep,Compass,80th Anniversary 4x4,3FY,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE78290CAN448953GG,2021,Jeep,Compass,80th Anniversary 4x4,3GG,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE78290CAN448953GH,2021,Jeep,Compass,80th Anniversary 4x4,3GH,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE78290CAN448953YA,2021,Jeep,Compass,80th Anniversary 4x4,3YA,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE78057CAN448953FY,2021,Jeep,Compass,Altitude 4x4,3FY,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE78057CAN448953GG,2021,Jeep,Compass,Altitude 4x4,3GG,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE78057CAN448953GH,2021,Jeep,Compass,Altitude 4x4,3GH,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE78057CAN448953YA,2021,Jeep,Compass,Altitude 4x4,3YA,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE78058CAN448953FY,2021,Jeep,Compass,Ltd 4x4,3FY,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE78058CAN448953GG,2021,Jeep,Compass,Ltd 4x4,3GG,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE78058CAN448953GH,2021,Jeep,Compass,Ltd 4x4,3GH,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE78058CAN448953YA,2021,Jeep,Compass,Ltd 4x4,3YA,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE78059CAN448953FY,2021,Jeep,Compass,North 4x4,3FY,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE78059CAN448953GG,2021,Jeep,Compass,North 4x4,3GG,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE78059CAN448953GH,2021,Jeep,Compass,North 4x4,3GH,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE78059CAN448953YA,2021,Jeep,Compass,North 4x4,3YA,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE78062CAN448953FY,2021,Jeep,Compass,Trailhawk 4x4,3FY,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE78062CAN448953GG,2021,Jeep,Compass,Trailhawk 4x4,3GG,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE78062CAN448953GH,2021,Jeep,Compass,Trailhawk 4x4,3GH,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE78062CAN448953YA,2021,Jeep,Compass,Trailhawk 4x4,3YA,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE78063CAN448953FY,2021,Jeep,Compass,Trailhawk Elite 4x4,3FY,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE78063CAN448953GG,2021,Jeep,Compass,Trailhawk Elite 4x4,3GG,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE78063CAN448953GH,2021,Jeep,Compass,Trailhawk Elite 4x4,3GH,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE78063CAN448953YA,2021,Jeep,Compass,Trailhawk Elite 4x4,3YA,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE78280CAN448953FY,2021,Jeep,Cherokee,2.4 80th Anniversary 4x4,3FY,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE78280CAN448953GG,2021,Jeep,Cherokee,2.4 80th Anniversary 4x4,3GG,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE78280CAN448953GH,2021,Jeep,Cherokee,2.4 80th Anniversary 4x4,3GH,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE78280CAN448953YA,2021,Jeep,Cherokee,2.4 80th Anniversary 4x4,3YA,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE78281CAN448953FY,2021,Jeep,Cherokee,3.2 80th Anniversary 4x4,3FY,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE78281CAN448953GG,2021,Jeep,Cherokee,3.2 80th Anniversary 4x4,3GG,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE78281CAN448953GH,2021,Jeep,Cherokee,3.2 80th Anniversary 4x4,3GH,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE78281CAN448953YA,2021,Jeep,Cherokee,3.2 80th Anniversary 4x4,3YA,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE78282CAN448953FY,2021,Jeep,Cherokee,Altitude 4x4,3FY,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE78282CAN448953GG,2021,Jeep,Cherokee,Altitude 4x4,3GG,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE78282CAN448953GH,2021,Jeep,Cherokee,Altitude 4x4,3GH,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE78282CAN448953YA,2021,Jeep,Cherokee,Altitude 4x4,3YA,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE78283CAN448953FY,2021,Jeep,Cherokee,High Altitude 4x4,3FY,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE78283CAN448953GG,2021,Jeep,Cherokee,High Altitude 4x4,3GG,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE78283CAN448953GH,2021,Jeep,Cherokee,High Altitude 4x4,3GH,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE78283CAN448953YA,2021,Jeep,Cherokee,High Altitude 4x4,3YA,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE78284CAN448953FY,2021,Jeep,Cherokee,Ltd 4x4,3FY,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE78284CAN448953GG,2021,Jeep,Cherokee,Ltd 4x4,3GG,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE78284CAN448953GH,2021,Jeep,Cherokee,Ltd 4x4,3GH,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE78284CAN448953YA,2021,Jeep,Cherokee,Ltd 4x4,3YA,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE78285CAN448953FY,2021,Jeep,Cherokee,North 4x4,3FY,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE78285CAN448953GG,2021,Jeep,Cherokee,North 4x4,3GG,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE78285CAN448953GH,2021,Jeep,Cherokee,North 4x4,3GH,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE78285CAN448953YA,2021,Jeep,Cherokee,North 4x4,3YA,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE78288CAN448953FY,2021,Jeep,Cherokee,Trailhawk 4x4,3FY,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE78288CAN448953GG,2021,Jeep,Cherokee,Trailhawk 4x4,3GG,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE78288CAN448953GH,2021,Jeep,Cherokee,Trailhawk 4x4,3GH,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE78288CAN448953YA,2021,Jeep,Cherokee,Trailhawk 4x4,3YA,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE78289CAN448953FY,2021,Jeep,Cherokee,Trailhawk Elite 4x4,3FY,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE78289CAN448953GG,2021,Jeep,Cherokee,Trailhawk Elite 4x4,3GG,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE78289CAN448953GH,2021,Jeep,Cherokee,Trailhawk Elite 4x4,3GH,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE78289CAN448953YA,2021,Jeep,Cherokee,Trailhawk Elite 4x4,3YA,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE80779CAN44895,2022,Jeep,Compass,Ltd 4x4,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE81774CAN44895,2022,Jeep,Compass,Altitude 4x4,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE80780CAN44895,2022,Jeep,Compass,North 4x4,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE81700CAN44895,2022,Jeep,Compass,(RED) 4x4,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE80781CAN44895,2022,Jeep,Compass,Sport,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE80782CAN44895,2022,Jeep,Compass,Sport 4x4,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE80783CAN44895,2022,Jeep,Compass,Trailhawk 4x4,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE80784CAN44895,2022,Jeep,Compass,Trailhawk Elite 4x4,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE80909CAN44895,2022,Jeep,Renegade,Altitude 4WD,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE80910CAN44895,2022,Jeep,Renegade,North 4WD,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE80911CAN44895,2022,Jeep,Renegade,Trailhawk 4WD,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE80912CAN44895,2022,Jeep,Renegade,Trailhawk Elite 4WD,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE81456CAN44895,2022,Jeep,Wrangler,Rubicon,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE81457CAN44895,2022,Jeep,Wrangler,Sport,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE81458CAN44895,2022,Jeep,Wrangler,Sport S,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE81459CAN44895,2022,Jeep,Wrangler,Willys,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE81460CAN44895,2022,Jeep,Wrangler,Willys Sport,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE81461CAN44895,2022,Jeep,Wrangler Unlimited,High Altitude,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE81462CAN44895,2022,Jeep,Wrangler Unlimited,Rubicon,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE81963CAN44895,2022,Jeep,Wrangler Unlimited,Rubicon 392,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE81463CAN44895,2022,Jeep,Wrangler Unlimited,Rubicon 4xe,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE81464CAN44895,2022,Jeep,Wrangler Unlimited,Sahara,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE81465CAN44895,2022,Jeep,Wrangler Unlimited,Sahara 4xe,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE81466CAN44895,2022,Jeep,Wrangler Unlimited,Sahara Altitude,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE81467CAN44895,2022,Jeep,Wrangler Unlimited,Sahara High Altitude 4xe,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE81468CAN44895,2022,Jeep,Wrangler Unlimited,Sport Altitude,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE81469CAN44895,2022,Jeep,Wrangler Unlimited,Sport S,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE81470CAN44895,2022,Jeep,Wrangler Unlimited,Willys,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE81611CAN44895,2022,Jeep,Gladiator,Altitude,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE81245CAN44895,2022,Jeep,Gladiator,High Altitude,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE81246CAN44895,2022,Jeep,Gladiator,Mojave,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE81247CAN44895,2022,Jeep,Gladiator,Overland,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE81248CAN44895,2022,Jeep,Gladiator,Rubicon,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE81249CAN44895,2022,Jeep,Gladiator,Sport S,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE81250CAN44895,2022,Jeep,Gladiator,Willys,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE81534CAN44895,2022,Jeep,Grand Cherokee WK,Altitude,,,CAN,,01-11-2022,30-11-2022,,,,2500,0,0,0,*Customer May qualify for first payment on us promotion. See dealer for details.
JEE81535CAN44895,2022,Jeep,Grand Cherokee WK,Laredo,,,CAN,,01-11-2022,30-11-2022,,,,2500,0,0,0,*Customer May qualify for first payment on us promotion. See dealer for details.
JEE81536CAN44895,2022,Jeep,Grand Cherokee WK,Ltd,,,CAN,,01-11-2022,30-11-2022,,,,2500,0,0,0,*Customer May qualify for first payment on us promotion. See dealer for details.
JEE81533CAN44895,2022,Jeep,Grand Cherokee WK,Ltd X,,,CAN,,01-11-2022,30-11-2022,,,,2500,0,0,0,*Customer May qualify for first payment on us promotion. See dealer for details.
JEE81515CAN44895,2022,Jeep,Grand Cherokee,Altitude,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE81516CAN44895,2022,Jeep,Grand Cherokee,Laredo,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE81517CAN44895,2022,Jeep,Grand Cherokee,Ltd,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE81518CAN44895,2022,Jeep,Grand Cherokee,Overland,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE81519CAN44895,2022,Jeep,Grand Cherokee,Summit,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE81520CAN44895,2022,Jeep,Grand Cherokee,Summit Reserve,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE81521CAN44895,2022,Jeep,Grand Cherokee,Trailhawk,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE81090CAN44895,2022,Jeep,Grand Cherokee L,Laredo,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JEE81091CAN44895,2022,Jeep,Grand Cherokee L,Laredo Altitude,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
